#transcript	length	unique_read_num	multiple_read_num
NM_131263	1753	1971	642630
NM_001281721	1433	550	297008
NM_001110403	2335	1668	406492
NM_201584	658	327	113340
NM_131585	1058	716	176064
NM_183071	1312	381	206420
NM_001353934	559	136	80396
NM_212996	717	568	98516
NM_001243178	360	142	49096
NM_181601	1767	713	230440
NM_200026	515	318	66612
NM_130926	621	272	80412
NM_001040321	1659	1406	206780
NM_213302	1639	1069	204276
NM_200458	2810	755	344516
NM_200732	483	150	58616
NM_212758	782	393	94516
NM_173247	1264	335	152048
NM_001130192	3149	873	368760
NM_200303	785	1506	89660
NM_213168	2419	648	274882
NM_001126457	1515	1420	165712
NM_200845	453	122	49332
NM_001309644	1435	483	153360
NM_130925	1985	5024	198094
NM_213336	1459	329	148112
NM_200815	451	139	44552
NM_200086	1012	404	99028
NM_001002078	399	86	38606
NM_212584	1391	431	132130
NM_001017797	1307	1709	122226
NM_153644	800	308	75524
NM_001040043	498	149	46008
NM_001003432	636	102	58232
ENSDART00000153433	194	622	17098
NM_213204	482	1706	41570
NM_001037424	1074	526	95706
NM_200104	1558	2771	135008
NM_001002486	304	126	26370
NM_001002139	610	86	52844
NM_131031	1672	477	143058
NM_213641	1708	641	145896
NM_198140	1041	347	88568
NM_173235	635	114	53742
NM_214793	694	288	58042
NM_131310	2699	619	223504
NM_131444	1040	824	82782
NM_200046	629	130	50264
NM_001002106	1038	139	82266
NM_200852	722	387	56736
NM_001031676	2397	1843	185908
NM_173234	483	186	37606
NM_001105108	1254	750	96918
NM_212818	1632	474	126386
NM_001001590	1354	702	102586
NM_001309525	2542	1054	192048
NM_212953	298	67	22332
NM_200752	630	272	46528
NM_180964	755	172	55814
NM_001001593	537	99	39566
NM_001327928	826	90	59028
NM_201101	887	262	63164
NM_201318	1400	978	98870
NM_213034	513	97	36354
ENSDART00000163316	7477	2582	526804
NM_001105526	393	107	27702
NM_201060	620	131	42722
NM_001098392	1870	775	126410
NM_001003844	919	147	62224
NM_200047	832	174	55994
NM_212833	990	535	65628
NM_001002866	472	127	31334
NM_213058	2340	206	153738
NM_214773	1667	353	108324
NM_200034	781	416	49316
NM_001100436	441	47	28030
NM_213113	524	98	33196
NM_001002069	344	87	21324
NM_213092	1589	323	98068
NM_173222	1437	230	88598
NM_001002079	503	120	30716
NM_001098730	1026	528	62026
NM_001002378	887	241	53594
NM_200502	613	156	36938
NM_213223	1558	264	93124
NM_212587	1840	790	109014
NM_199481	1939	234	115248
NM_201061	504	83	29636
NM_200750	463	141	27158
NM_001002677	1296	444	75224
NM_213317	2315	1831	129762
NM_213364	2853	433	158932
NM_201052	1066	127	59212
NM_212603	1499	769	82452
NM_199430	1480	552	81130
NM_200713	813	142	44608
NM_199428	1597	326	87240
NM_205667	963	191	52474
NM_213377	570	90	30986
NM_200029	495	83	26742
NM_213439	1234	133	66680
NM_131513	1495	318	80592
NM_001077355	1851	211	99464
NM_214714	2273	384	119592
NM_001128336	1845	538	95996
NM_200028	466	229	24092
NM_201217	2259	997	116568
NM_200867	1249	614	64256
NM_001004674	895	166	44462
NM_200027	727	137	36006
NM_212784	763	196	37456
NM_198143	657	535	31758
NM_214696	2658	1818	127970
NM_131309	1418	347	68824
NM_001319650	804	94	39090
NM_001002527	968	243	46916
NM_001076652	2835	532	137172
NM_001002155	566	121	27202
NM_213178	1954	397	93872
NM_001115114	1300	99	62512
NM_173233	520	73	24806
NM_173224	998	144	46834
NM_001110121	508	56	23820
NM_213019	1049	173	49124
NM_201153	832	95	38956
NM_131883	2454	1416	113760
NM_212762	435	119	20146
NM_205613	901	217	41642
NM_214723	1488	70	68802
NM_213107	1258	510	57598
NM_213279	889	160	40512
NM_001003447	678	153	30832
NM_001024409	1233	137	55246
NM_213124	1505	177	66786
ENSDART00000117474	71	1996	1120
NM_212937	1764	614	76656
NM_001123007	734	88	32048
NM_199636	728	218	31578
NM_213208	687	82	29730
NM_200765	520	177	22034
NM_001002081	568	79	24062
NM_001079973	1842	393	77678
NM_201191	379	61	15992
NM_001044324	3798	1029	159606
NM_001009889	2617	566	109912
NM_152949	1899	652	78820
NM_212977	1620	161	67386
NM_212675	1290	673	53022
NM_001017593	1279	2047	50730
NM_200025	417	58	17118
NM_001043323	817	911	32638
NM_131580	1081	157	44130
NM_130948	1240	394	50300
NM_201146	561	54	22776
NM_199708	2037	482	82078
NM_199782	2184	623	87554
NM_180965	852	159	34042
NM_173232	700	73	27874
NM_199724	483	53	19230
NM_001013265	1080	1204	41242
NM_201468	1862	302	72868
NM_001033107	2124	472	82706
NM_200059	1469	117	57384
NM_131098	1330	542	51400
NM_212708	2973	692	115410
NM_212909	1162	227	44958
NM_001017574	1635	197	63242
NM_213277	2437	350	93608
NM_001076732	519	80	19878
NM_173263	1471	146	56328
NM_199535	768	137	29218
NM_001161599	1896	1352	71112
NM_130995	2082	271	79028
NM_131025	4186	301	158426
NM_212932	1336	323	50336
NM_201477	1088	117	41128
NM_131176	1454	258	54342
NM_001003861	634	2829	20814
NM_001001399	1042	88	38736
NM_199949	1010	177	37362
NM_001005589	851	120	31460
NM_001077535	2030	283	74960
NM_001001819	490	72	18022
NM_213013	986	85	36090
NM_213015	1944	2842	68218
NM_173251	890	82	32028
NM_001089544	1215	56	43640
NM_001089351	631	388	22188
NM_213466	1532	278	54462
NM_198809	1593	135	56364
NM_200298	785	120	27718
NM_131247	1497	1303	51234
NM_001159528	565	91	19628
NM_200949	1869	267	63678
NM_130941	4366	549	148766
NM_001045349	1628	154	55492
NM_131335	1226	76	41718
NM_199956	2049	421	69330
NM_182866	2633	439	89172
NM_001077804	1835	199	61736
NM_201336	2817	304	94736
NM_213510	2570	251	86418
NM_201122	430	170	14292
NM_213493	1980	537	65934
ENSDART00000176179	244	8173	12
NM_131404	1466	151	48972
ENSDART00000177307	3533	8017	108332
NM_205562	1110	151	36160
NM_001256190	1048	168	34030
NM_199546	1638	206	52818
NM_178437	1742	375	55830
NM_001003869	1684	299	53960
NM_001008615	943	218	30078
NM_198366	2668	532	85156
NM_199771	1782	241	56728
NM_131112	2386	3182	73070
NM_213351	1541	133	49012
NM_213028	696	69	22100
NM_001013533	2369	566	74768
NM_212952	393	52	12388
NM_001015060	2812	245	88616
NM_130922	2069	138	64902
NM_205673	1403	318	43488
NM_201323	1231	235	38064
NM_212657	2706	293	83892
NM_001002499	530	65	16372
NM_213644	826	67	25348
NM_199275	1743	179	53292
NM_200030	265	2569	5526
NM_200078	1580	94	47754
NM_001013345	888	122	26748
NM_001007375	881	59	26426
NM_001177453	903	124	27016
NM_173236	2213	332	66082
NM_213236	1566	599	46220
NM_200766	1140	241	33746
NM_001001844	4242	477	125290
NM_001202510	960	108	28274
NM_200495	1495	509	43584
NM_001045013	3195	965	92852
ENSDART00000178816	1019	299	29502
NM_200720	900	126	26192
NM_199749	1558	315	44886
NM_001040375	927	210	26684
NM_201579	1950	337	55756
NM_213180	1506	66	42750
NM_201192	2166	251	61206
NM_001044754	1503	432	42002
NM_213464	2597	387	72910
NM_131245	1002	94	28116
NM_200650	2313	447	64666
NM_001045402	900	2024	23290
NM_001145359	1212	97	33974
NM_001080087	1141	236	31450
NM_201513	1945	163	53792
NM_131761	833	84	22996
NM_001033595	4350	503	120002
NM_213722	1391	120	38198
NM_200220	2081	331	56924
NM_001002487	411	188	11098
NM_001271817	931	89	25470
NM_214699	1423	111	38892
NM_201475	1685	1061	45070
NM_001002068	805	217	21800
NM_199548	1566	200	42574
NM_131573	742	78	20166
NM_199576	2107	337	57144
NM_001313770	853	56	23168
NM_213185	1250	532	33428
NM_213417	619	49	16714
NM_173252	721	62	19384
NM_201039	867	780	22602
NM_001201442	683	32	18306
NM_194264	1218	128	32390
NM_199986	1703	398	44974
NM_001127470	488	326	12664
NM_001029947	611	192	15992
NM_201214	1758	261	46112
NM_200056	904	98	23740
NM_001003414	1644	416	42928
NM_001003728	818	71	21424
NM_131092	1791	142	46806
NM_001199720	2183	340	56514
NM_198806	2485	294	64314
NM_001003731	915	103	23642
NM_001004601	3178	438	81662
NM_001100089	1610	176	41372
NM_212790	1357	165	34800
NM_001002468	1022	56	26232
NM_200694	868	79	22154
NM_213334	944	89	24066
NM_199761	1288	115	32624
NM_214721	859	68	21760
NM_200961	1367	198	34508
NM_001003548	978	135	24658
NM_200771	1335	102	33732
NM_199588	1289	110	32542
NM_212630	2077	550	51910
NM_200023	654	54	16444
NM_213479	1687	195	42326
NM_131069	2357	174	59226
NM_131509	2480	228	62242
NM_131637	1945	243	48508
NM_131376	1589	109	39608
NM_001002505	686	204	16872
NM_131200	3999	739	98790
NM_198877	1044	123	25596
NM_200742	412	73	10070
NM_213486	1795	155	43992
NM_001123389	4247	1911	102538
NM_200171	1702	64	41758
NM_131047	1625	192	39686
NM_201492	2157	218	52672
NM_001003429	771	72	18810
NM_001037677	453	113	10948
NM_001199436	4653	730	112708
ENSDART00000139803	787	1077	18072
NM_213235	2369	262	57092
NM_200080	2167	232	52212
NM_001079988	1867	199	44858
NM_001083577	3079	628	73620
NM_199569	1523	249	36070
NM_001002203	755	181	17782
NM_001305588	928	80	21718
ENSDART00000165480	521	133	12102
NM_131220	1791	216	41752
NM_213148	1200	163	27942
NM_001024098	2200	159	50970
NM_199925	1383	274	31852
NM_001003622	1494	425	34168
NM_213002	1422	95	32688
NM_131493	1109	67	25262
NM_213080	2202	145	50046
NM_001012386	1197	139	27052
NM_130939	1435	260	32330
NM_200881	1996	264	45062
NM_200839	1497	78	33802
NM_201455	994	587	21866
NM_001002037	2089	723	46456
NM_198870	2196	268	49142
NM_213133	1666	143	37324
NM_001006005	498	778	10408
NM_201315	2419	293	53890
NM_213382	1769	200	39256
NM_001017769	1380	113	30574
NM_001024429	1877	100	41346
NM_001003598	838	34	18382
NM_198817	3168	585	68958
NM_001127335	2544	280	55454
NM_001328342	1608	140	34960
NM_199778	1440	1470	29598
NM_001002697	1052	168	22498
NM_153669	2212	133	47466
NM_201298	2030	191	43208
NM_212993	966	73	20528
NM_213072	1521	143	32288
NM_200959	1797	570	37718
NM_201460	2889	196	61342
NM_199640	2424	419	51100
NM_001017400	1168	111	24686
NM_198142	2269	303	47842
NM_201480	1497	126	31606
NM_001083544	548	34	11488
NM_001105277	2672	180	55908
NM_201287	2030	442	42158
NM_001172570	2593	390	53978
NM_001079998	1535	88	32094
NM_001202486	1458	142	30398
NM_213024	785	94	16274
NM_212605	1994	194	41288
NM_001115095	3041	188	62776
NM_205599	1107	108	22790
NM_001025453	1464	95	30074
NM_001007383	1101	84	22584
NM_199888	2218	193	45358
NM_001025503	1688	83	34574
NM_201305	3465	263	70866
NM_001006022	1281	283	25982
NM_001025530	1320	346	26528
NM_131884	1518	42	30802
NM_001024407	769	79	15440
NM_199564	1259	484	24892
NM_199683	1121	150	22438
NM_194367	1521	190	30250
NM_200182	2697	158	53760
NM_001017858	1127	63	22374
NM_001130697	679	66	13422
NM_001044779	1182	121	23336
NM_212802	2687	227	52796
NM_153659	2575	136	50618
