#transcript	length	unique_read_num	multiple_read_num
NM_001353934	559	414	120494
NM_180964	755	371	129590
NM_183071	1312	608	222226
NM_213336	1459	450	221012
NM_180965	852	725	124666
NM_200086	1012	563	140436
NM_199782	2184	2508	297980
NM_131263	1753	738	238496
NM_213439	1234	429	166578
ENSDART00000165480	521	490	63992
NM_001281721	1433	513	167442
NM_201584	658	185	75644
NM_001110403	2335	1032	259484
NM_213180	1506	356	163466
NM_200303	785	1377	82708
NM_213302	1639	831	172390
NM_130926	621	287	63828
NM_214773	1667	565	169714
NM_131585	1058	542	104856
NM_200298	785	338	77040
NM_001024409	1233	253	119734
NM_212758	782	297	72780
NM_181601	1767	416	163490
NM_153644	800	359	71862
NM_001327928	826	174	74164
NM_200458	2810	650	243566
NM_001243178	360	95	30602
NM_173247	1264	288	104254
NM_213058	2340	368	191082
NM_212909	1162	520	86564
NM_001105108	1254	388	93022
NM_212818	1632	693	120402
NM_130939	1435	798	105320
NM_200026	515	123	36882
NM_200845	453	92	31714
NM_200732	483	152	33302
NM_213092	1589	302	108498
NM_213641	1708	418	114398
NM_201318	1400	757	92530
NM_001313770	853	178	56632
NM_001037424	1074	347	71072
NM_001017593	1279	4173	79946
NM_001126457	1515	655	96266
NM_001031676	2397	1329	150204
NM_198121	1234	156	76720
NM_001309644	1435	309	87872
NM_212584	1391	262	84036
NM_001017797	1307	1268	77642
NM_200008	762	147	45504
NM_212996	717	177	42734
NM_001002106	1038	139	61248
NM_212833	990	701	57162
NM_001089351	631	847	35220
NM_173224	998	251	56104
NM_200034	781	602	43336
NM_199430	1480	605	82416
NM_001003432	636	92	35524
NM_201477	1088	232	60618
NM_001076652	2835	572	157958
NM_214696	2658	1515	144860
NM_001013265	1080	1828	56426
NM_173222	1437	210	76772
NM_205613	901	320	47938
NM_131310	2699	378	143738
NM_130948	1240	490	65494
NM_001002068	805	464	42038
NM_001128336	1845	464	96888
NM_131444	1040	651	53890
NM_001003869	1684	305	87648
NM_001100070	893	86	46258
NM_199823	1848	1091	94376
NM_001040321	1659	786	84764
NM_001089544	1215	141	62372
NM_173235	635	106	32402
NM_131513	1495	596	75234
NM_001040043	498	108	25134
ENSDART00000153433	194	188	9624
NM_201101	887	196	44570
NM_001004674	895	158	44656
NM_198140	1041	170	51146
NM_213364	2853	467	139390
NM_001002139	610	48	29040
NM_001002677	1296	453	61264
NM_001009889	2617	527	124008
NM_001256780	2608	353	123666
NM_001098392	1870	770	87730
NM_213019	1049	111	49512
NM_001013533	2369	635	110170
NM_001033107	2124	409	98606
NM_173234	483	163	22328
NM_001002078	399	30	18506
NM_200852	722	78	33452
NM_001002486	304	48	14020
NM_199481	1939	370	89204
NM_200046	629	71	28754
NM_212932	1336	594	60630
NM_001001399	1042	116	47430
