#transcript	length	unique_read_num	multiple_read_num
NM_131263	1753	5741	2243170
NM_213168	2419	2216	1280828
NM_001281721	1433	1012	626612
NM_001040321	1659	4411	697810
NM_212996	717	976	277106
NM_001126457	1515	2717	512510
NM_001110403	2335	2735	730614
NM_181601	1767	1207	538276
NM_001037424	1074	1432	312590
NM_001309644	1435	1011	416994
NM_131098	1330	3216	382970
NM_001008615	943	837	269108
NM_130925	1985	8045	555332
NM_001243178	360	289	94250
NM_131509	2480	1190	645270
ENSDART00000163316	7477	9076	1786412
NM_001098730	1026	1918	237440
NM_213302	1639	1378	373878
NM_173247	1264	569	287948
NM_001017797	1307	4713	291064
NM_131031	1672	860	367216
NM_131585	1058	883	222080
NM_200026	515	618	107604
NM_001002078	399	182	83596
NM_198140	1041	636	217870
NM_201584	658	707	133720
NM_213223	1558	672	316332
NM_212758	782	594	158222
NM_200080	2167	972	436566
NM_212953	298	175	59544
NM_213113	524	333	103206
NM_200029	495	251	96020
NM_200732	483	279	90214
NM_001002486	304	331	56394
NM_200458	2810	1236	519560
NM_200815	451	245	81746
NM_212587	1840	1994	332270
NM_212584	1391	740	245168
NM_214793	694	453	121828
NM_178437	1742	1093	305234
NM_200104	1558	3985	268604
NM_200046	629	340	106884
NM_212762	435	400	73476
NM_213277	2437	1120	407598
NM_001040043	498	207	80676
NM_001001593	537	242	86684
NM_001100436	441	192	70910
NM_001002866	472	319	75408
NM_200752	630	588	100442
NM_001002069	344	249	54858
NM_200845	453	228	70882
NM_001002378	887	578	137352
NM_001002139	610	155	93702
NM_173234	483	348	73626
NM_200047	832	475	124240
NM_201101	887	486	130898
NM_131580	1081	513	159050
NM_001291886	784	498	114712
NM_213279	889	402	129808
NM_001004674	895	392	130304
NM_001130192	3149	893	455324
NM_199428	1597	866	228870
NM_212603	1499	1956	211204
NM_200750	463	326	65454
NM_213034	513	246	72250
NM_131310	2699	1203	372286
NM_001002079	503	242	69358
NM_213204	482	2448	63626
NM_001105526	393	275	52706
NM_001305588	928	375	124678
NM_173233	520	250	69428
NM_131156	2379	947	313804
NM_001003432	636	181	83812
ENSDART00000178816	1019	1479	132920
NM_001031676	2397	3792	307180
NM_198143	657	1529	83458
NM_200502	613	370	78802
NM_173235	635	273	81158
NM_201061	504	167	64330
NM_199724	483	197	59712
NM_201217	2259	2453	276128
NM_201060	620	323	75974
NM_001002155	566	198	68646
NM_200028	466	646	55782
NM_213024	785	397	93166
NM_201153	832	237	98224
NM_201052	1066	317	125710
NM_200303	785	1576	90700
NM_001003844	919	255	105660
NM_001130697	679	357	77632
NM_212784	763	570	86714
NM_213641	1708	667	191906
NM_001105108	1254	725	139976
NM_001002487	411	535	45336
NM_001002106	1038	314	115142
NM_200867	1249	1208	137318
NM_001309525	2542	1793	280046
NM_194367	1521	631	167614
NM_200027	727	460	79706
NM_214714	2273	651	249914
NM_001005589	851	321	93020
NM_213336	1459	1072	157580
NM_131335	1226	136	132212
NM_153644	800	261	86082
NM_131444	1040	1003	111178
NM_201191	379	161	40714
NM_200852	722	544	76924
NM_131309	1418	500	150954
NM_213377	570	250	60552
NM_001076652	2835	1144	298654
NM_001319650	804	234	84388
ENSDART00000177307	3533	25101	336998
NM_213124	1505	266	152588
NM_212952	393	268	39392
NM_001001590	1354	1453	135000
NM_001076732	519	173	52014
NM_198817	3168	1855	315242
NM_131025	4186	655	418064
NM_200742	412	270	40356
NM_001003447	678	392	66072
NM_213644	826	193	80698
NM_001159528	565	254	54840
NM_199636	728	761	70024
NM_001001819	490	216	47276
NM_200713	813	334	78350
NM_201122	430	889	39888
NM_214696	2658	3798	247634
NM_201146	561	176	52250
NM_200765	520	245	47980
NM_173232	700	188	64708
NM_201468	1862	546	172004
NM_213107	1258	1189	115150
NM_001045488	538	591	48576
NM_001043323	817	1769	72554
NM_213317	2315	1585	204082
NM_001002677	1296	514	114378
NM_001110121	508	118	44610
NM_001003728	818	218	71430
NM_001044324	3798	1908	321568
NM_131883	2454	2387	203882
NM_001037113	490	142	41038
NM_200030	265	6273	15726
NM_001033107	2124	912	172314
NM_001009889	2617	991	209286
NM_001202510	960	255	76222
NM_001002527	968	330	75778
NM_205667	963	207	75286
NM_199986	1703	1073	132204
NM_213015	1944	5024	145952
NM_201475	1685	4533	124014
NM_131069	2357	384	179248
NM_001013345	888	199	67240
NM_001003861	634	7481	40086
NM_200059	1469	287	108918
NM_201323	1231	459	90152
NM_001015060	2812	481	200844
ENSDART00000173071	931	7021	59366
NM_183074	1023	218	72488
NM_199481	1939	310	137318
NM_001079973	1842	782	128884
NM_200025	417	123	29226
NM_001004601	3178	1230	220434
NM_001080033	1298	309	89728
NM_001128697	1112	355	76180
NM_213208	687	200	46830
NM_001013455	473	127	32216
NM_199749	1558	503	104664
NM_173251	890	103	59826
NM_001002499	530	62	35564
NM_198366	2668	1116	177986
NM_001002068	805	395	53000
NM_199708	2037	683	134428
NM_212977	1620	202	106900
NM_200881	1996	578	131256
NM_212833	990	572	64428
NM_131404	1466	246	95852
NM_001037677	453	266	29168
NM_001004639	1410	498	90722
NM_131176	1454	379	91842
NM_173236	2213	528	139316
NM_212630	2077	1207	129752
NM_212675	1290	1129	79210
NM_001002383	1485	506	91194
NM_213092	1589	287	97662
ENSDART00000178370	2989	7865	174760
NM_131765	1921	199	115936
NM_001033595	4350	792	261278
NM_130926	621	179	37142
NM_213466	1532	343	90978
NM_199588	1289	136	75668
ENSDART00000117474	71	2335	1748
NM_181758	1208	591	68844
NM_200737	485	252	27514
NM_001005999	1423	385	80790
NM_213235	2369	400	134346
NM_131112	2386	6785	128370
NM_213236	1566	1146	87356
NM_213133	1666	395	93758
NM_201579	1950	499	109574
NM_001045402	900	3534	47098
NM_001076558	976	457	54308
NM_173252	721	99	40224
NM_001161599	1896	2028	100872
NM_213185	1250	946	66710
NM_001281788	6521	968	349586
ENSDART00000153433	194	212	10158
NM_205673	1403	463	74078
NM_199576	2107	585	111334
NM_213002	1422	244	75272
NM_001040052	1228	286	63266
NM_001080087	1141	599	58138
NM_001271817	931	113	47526
NM_213464	2597	774	131856
NM_001142543	1032	140	51948
NM_001002081	568	107	28028
NM_205562	1110	197	54366
NM_213278	2414	664	117632
NM_199756	1039	140	50742
NM_001127470	488	600	23150
NM_131059	3350	831	161418
NM_200720	900	203	43356
NM_001003731	915	156	43940
NM_212766	2522	276	120250
NM_213382	1769	260	83636
NM_001003868	590	266	27628
NM_213722	1391	236	65108
NM_001003875	2443	468	113570
NM_200034	781	264	35744
ENSDART00000139803	787	1746	34462
NM_001326405	1647	306	74916
NM_213019	1049	149	47288
NM_201298	2030	315	91226
ENSDART00000178097	1760	10406	68406
NM_201192	2166	334	96468
NM_198806	2485	311	110190
NM_173224	998	195	43914
NM_001044754	1503	521	65662
ENSDART00000133863	736	205	32054
NM_001002203	755	387	32572
NM_001077804	1835	199	79748
NM_001123389	4247	3323	180862
NM_212993	966	209	41564
NM_214721	859	73	36972
NM_199546	1638	434	69798
NM_212645	2409	426	102492
NM_199956	2049	616	86592
NM_001165918	532	80	22542
NM_200495	1495	1247	62020
NM_214686	1118	913	46398
NM_214722	3146	747	132068
NM_001017593	1279	1695	52078
NM_001328342	1608	186	67194
NM_001256190	1048	150	43408
NM_194264	1218	108	50496
NM_201099	1899	583	78254
NM_199995	361	31	14932
NM_213493	1980	385	81542
NM_001005967	904	210	37132
NM_213013	986	98	40504
NM_001105277	2672	315	108894
NM_001105132	2669	1107	107502
NM_001115138	2450	815	98238
NM_200766	1140	218	45612
NM_199640	2424	844	96112
NM_199535	768	115	30402
NM_001029947	611	170	23868
NM_199591	1983	373	77018
NM_199275	1743	179	67598
NM_200975	1284	215	49704
NM_212605	1994	251	77262
NM_173263	1471	213	56920
NM_199761	1288	164	49790
NM_194398	1339	245	51308
NM_001077463	733	105	28102
NM_200650	2313	658	87628
NM_001256631	2491	636	94322
NM_214699	1423	173	53676
NM_200416	1414	347	52962
NM_001161336	1153	184	43246
NM_212589	1828	411	67886
NM_213486	1795	161	66670
NM_131884	1518	84	56118
NM_001172570	2593	743	95078
NM_199562	1746	244	64228
NM_199683	1121	143	41238
NM_213262	2403	1063	87318
NM_001003869	1684	281	61540
NM_001037410	1566	182	56596
NM_001045349	1628	188	58708
NM_198870	2196	358	78640
NM_130941	4366	466	156500
NM_153659	2575	223	91982
NM_201492	2157	313	76834
NM_001099239	2136	375	75596
NM_200023	654	72	23154
NM_131245	1002	114	35470
NM_213364	2853	247	100594
NM_213178	1954	242	68500
NM_213351	1541	112	54046
NM_001024409	1233	508	42820
NM_001003774	994	618	34300
NM_199569	1523	420	53020
NM_201514	2028	259	70508
NM_200182	2697	209	93848
NM_001199436	4653	988	159872
NM_131874	1663	156	57334
NM_001328053	660	255	22442
NM_001202486	1458	185	49884
NM_212634	3083	282	104702
NM_001123007	734	103	24794
NM_131220	1791	332	60214
NM_001017700	639	250	21332
NM_001083577	3079	952	103010
NM_213293	1692	2481	54230
NM_131320	2283	666	75826
NM_199949	1010	688	33106
NM_199778	1440	2491	45596
NM_212599	3242	1393	106148
NM_199746	2436	203	80262
NM_001007775	1955	349	64176
NM_199671	1288	147	42324
NM_213515	2105	189	68858
NM_199574	1813	201	59226
NM_212749	1287	111	41844
NM_001305582	4421	1503	142606
NM_001024407	769	152	24880
NM_213417	619	61	20058
NM_199771	1782	150	57698
NM_201138	1662	614	53088
NM_131573	742	58	23808
NM_213130	2003	122	64292
NM_001193352	3305	1678	104404
NM_212743	415	488	12804
ENSDART00000176352	3476	1545	109766
NM_201460	2889	216	91936
NM_001328122	1014	1395	30918
NM_001001399	1042	108	33006
NM_212681	1104	154	34784
NM_199760	653	68	20444
NM_201488	2650	2002	80672
NM_201305	3465	216	107352
NM_201318	1400	498	42962
NM_212597	953	97	29294
NM_200961	1367	263	41640
NM_130908	2177	105	66438
NM_001145359	1212	138	36896
NM_200185	1558	237	47320
NM_212757	1834	152	55482
NM_214815	3914	1914	116692
NM_213233	1406	382	42208
NM_213383	1824	1550	53520
NM_001001820	2183	2588	62982
NM_131162	2211	204	65854
NM_200694	868	83	25648
NM_199555	1267	136	37368
NM_200099	1417	85	41344
NM_212598	1558	410	45122
NM_001002438	541	58	15688
NM_001127335	2544	441	73598
NM_001017769	1380	148	39908
NM_001031673	1322	166	37724
NM_131452	2133	511	60452
NM_181559	1968	409	55480
NM_213481	2542	1452	70632
NM_131187	1662	133	46828
NM_001103116	1209	290	33842
NM_152949	1899	269	53220
NM_214683	3016	467	84188
NM_194400	1240	141	34612
NM_213442	3138	1984	85482
NM_001002137	991	205	27362
NM_200743	1036	117	28684
NM_214811	2239	167	62012
NM_200745	852	99	23532
NM_201176	975	73	26922
NM_199994	1598	91	44088
NM_198364	1785	984	48228
NM_001037108	818	60	22488
NM_214718	2014	961	54544
NM_001256193	1325	84	36186
NM_201513	1945	179	53058
NM_194371	1972	121	53846
NM_001130400	5294	463	144268
NM_001003860	687	153	18598
NM_001089351	631	398	16816
NM_001030284	1915	247	51902
NM_212802	2687	304	72816
NM_001079946	1489	330	40140
NM_001326710	1280	262	34442
NM_001003414	1644	438	44112
NM_182866	2633	213	70924
NM_001328561	1070	1268	27608
NM_199548	1566	174	42006
NM_001017588	1752	274	46600
NM_212994	2227	621	58888
NM_001089521	516	59	13630
NM_173238	3052	488	80470
NM_001001844	4242	289	112218
NM_152951	2332	1060	60732
NM_199595	2595	179	68166
NM_212990	1305	130	34210
NM_001045276	2510	244	65712
NM_001004665	755	106	19634
NM_213334	944	91	24554
NM_194377	1599	93	41558
NM_213145	1383	185	35736
NM_201078	1493	139	38516
NM_213148	1200	184	30714
NM_198142	2269	319	57886
NM_001003840	1070	126	27310
NM_131698	944	153	24032
NM_201480	1497	134	38068
NM_173222	1437	92	36406
NM_001045013	3195	1101	79986
NM_001077355	1851	146	46748
NM_177479	912	197	22814
NM_001160335	1296	139	32428
NM_200053	755	124	18848
NM_001007383	1101	203	27440
NM_001040375	927	202	23034
NM_213219	2351	504	58160
NM_001126388	3177	1348	77442
NM_201476	2769	195	68398
NM_001017582	728	81	17944
NM_001002697	1052	204	25654
NM_001045275	729	1845	16006
NM_213144	4896	385	119432
NM_001017574	1635	94	39888
NM_001002509	476	253	11320
NM_001045306	955	281	22876
NM_001003411	2166	528	51942
NM_001013265	1080	795	25346
NM_200679	1344	495	31986
NM_001017824	1412	249	33688
NM_001271897	4559	420	109112
NM_001089428	3015	385	71814
NM_199669	1459	163	34754
NM_131513	1495	489	35136
NM_001002082	950	134	22476
NM_001012304	2365	585	55648
ENSDART00000139791	742	340	17188
NM_201474	5109	285	120260
NM_199646	1823	174	42684
NM_183071	1312	62	30680
NM_001033741	841	109	19496
NM_200839	1497	148	34742
NM_201455	994	550	22612
NM_213640	2749	168	63878
NM_001025530	1320	482	30182
NM_001017858	1127	138	26006
NM_213366	2072	164	47714
NM_201043	1067	120	24404
NM_001002037	2089	824	46988
NM_001142954	1763	128	40112
NM_001002121	2041	313	46272
NM_001030070	879	78	19960
NM_200342	1260	67	28630
NM_131247	1497	1046	33002
NM_001002067	764	33	17320
NM_199823	1848	575	41378
NM_001030075	4555	455	102942
NM_001002163	608	49	13740
NM_001013443	4163	592	93580
NM_001100089	1610	140	36274
NM_212569	2189	1360	48080
NM_001083544	548	33	12342
NM_214736	1138	70	25580
NM_001004296	3558	761	79424
NM_199677	2030	1335	44338
NM_131761	833	87	18650
NM_200548	991	117	22162
NM_131784	1540	88	34438
NM_001083105	1384	266	30758
NM_131493	1109	66	24780
NM_200959	1797	512	39602
NM_199540	2833	187	63010
NM_200094	2754	248	60822
NM_213186	3362	411	73962
NM_199567	2083	136	45938
NM_199744	2103	223	46264
NM_001030000	785	357	16918
NM_201004	538	82	11740
NM_173258	1894	1066	40536
NM_131109	1642	120	35932
NM_001006005	498	677	10214
NM_001082931	975	132	21184
NM_001126433	4113	442	89284
NM_001002544	788	112	17066
ENSDART00000163602	279	1289	4790
NM_001002073	1238	1227	25746
NM_001003881	622	32	13512
NM_001017603	1574	343	33904
NM_199547	2150	170	46524
NM_001006096	1274	112	27548
NM_198809	1593	92	34354
NM_001126109	1921	322	41050
NM_212632	2072	82	44372
NM_001030076	1433	801	29878
NM_001256191	3061	235	65112
NM_001002152	1741	141	36954
NM_212711	2015	128	42642
NM_001100144	1171	224	24604
NM_212653	2511	402	52786
NM_001282092	871	54	18356
NM_178287	841	96	17668
NM_001177453	903	106	18960
NM_001080184	1867	342	39066
NM_001002058	1464	93	30728
NM_001007168	1086	428	22418
NM_213028	696	56	14424
NM_201065	1326	301	27272
NM_001281997	741	69	15322
NM_001003422	932	607	18746
NM_213280	1437	410	29402
ENSDART00000136377	970	101	19972
NM_131139	2730	85	56406
NM_001003528	4406	316	90760
NM_001002072	1163	156	23752
NM_001025453	1464	71	30022
NM_001017583	801	768	15640
NM_001122654	3748	302	76376
NM_001003429	771	53	15718
NM_173266	486	61	9878
NM_153661	1378	84	28080
NM_205689	1543	2062	29380
NM_194390	1063	131	21470
NM_131801	2124	122	42956
NM_214698	1755	82	35408
NM_212628	1695	903	33366
NM_213638	1000	82	20130
NM_201214	1758	289	35202
NM_001122836	1709	72	34428
NM_213176	2872	292	57610
NM_001037702	3795	373	76090
NM_205541	1833	152	36604
NM_199604	1787	77	35746
NM_199790	2376	776	46808
NM_001002427	555	54	11050
ENSDART00000173936	796	929	14966
NM_001305662	2633	165	52244
NM_001297547	864	133	17038
NM_214701	708	69	13980
NM_001024098	2200	108	43532
NM_199568	1180	76	23276
ENSDART00000178780	3733	2328	71540
NM_199740	1953	234	38300
NM_001002864	1690	744	32540
NM_001002116	1747	288	34102
NM_001002703	931	89	18186
NM_001313699	1960	429	37964
NM_201484	2426	153	47162
NM_001271820	2213	95	42982
NM_001007153	1209	368	23162
NM_213408	2618	186	50586
NM_199820	4601	344	88508
NM_200949	1869	139	35932
NM_001003437	962	90	18470
NM_001099251	1172	98	22426
NM_001105588	2100	576	39632
NM_001007197	1484	202	28092
NM_213450	2688	257	50902
NM_001083002	3725	180	70674
NM_001017601	516	523	9282
NM_213216	1731	610	32190
NM_001001811	1764	54	33310
NM_001007375	881	34	16612
NM_001002673	2743	152	51444
NM_213639	1142	61	21398
NM_200220	2081	133	38820
NM_199996	1431	214	26542
NM_201039	867	500	15698
NM_200078	1580	72	29366
NM_213374	1991	166	36750
NM_201467	1977	126	36522
NM_200086	1012	74	18668
NM_213068	2654	145	48662
NM_213104	2249	670	40668
NM_213053	2688	226	49174
NM_001002041	2563	345	46710
NM_001082798	1346	415	24286
NM_001002534	818	48	14952
NM_001076591	1014	195	18370
NM_001083837	2834	603	51116
NM_201343	1686	74	30638
NM_001017993	2144	391	38626
NM_001081749	2396	248	43300
NM_213428	1125	76	20344
NM_001326480	998	93	17966
NM_001197328	2211	170	39806
NM_201290	1901	127	34244
NM_181603	4884	1636	86570
NM_198358	2667	113	48018
NM_173288	1300	162	23296
NM_001045564	1041	91	18680
ENSDART00000179184	1232	2214	20000
NM_201327	1412	929	24418
NM_200369	1483	232	26330
NM_001017660	1373	54	24422
NM_131092	1791	84	31834
NM_001002867	8579	667	152214
NM_001020578	2563	254	45316
NM_001002572	1107	66	19606
NM_001081747	1861	112	32880
NM_001008732	2434	238	42816
NM_130995	2082	144	36668
NM_001082481	3774	409	66300
ENSDART00000166792	720	551	12108
ENSDART00000136246	732	1735	11120
NM_001024735	1269	81	22052
NM_212769	1831	125	31798
NM_001003501	2623	551	45072
NM_001328494	1345	172	23170
NM_131557	2427	361	41736
NM_001009898	878	175	15032
NM_001301359	2742	290	47178
NM_213356	3227	195	55634
NM_001309209	2868	109	49332
NM_213530	1628	84	27956
NM_200016	1812	96	31052
NM_201466	2743	347	46788
NM_001197074	3295	481	56106
NM_001045335	571	241	9556
NM_212699	1350	110	23018
NM_001029966	1711	438	28828
NM_001164368	1781	86	30354
NM_001002297	2054	407	34690
NM_199536	2159	81	36808
NM_001007774	1090	58	18560
NM_001102637	1185	205	20032
NM_131376	1589	78	26968
NM_001277446	6296	625	106402
NM_212810	4376	289	74022
NM_001172680	481	131	8034
NM_001037691	926	102	15614
NM_001326448	796	81	13384
NM_213510	2570	165	43098
NM_001006057	1041	136	17388
NM_173248	2072	193	34668
NM_001024377	2023	413	33596
NM_199762	1007	110	16798
NM_001017599	1089	281	17990
NM_200550	1782	166	29528
NM_131820	3292	254	54534
NM_001002505	686	140	11260
NM_001017636	1471	83	24352
NM_001326547	5457	1996	88586
NM_213331	1267	106	20880
ENSDART00000154111	2376	1175	38102
NM_131252	2569	233	42224
NM_212721	2097	175	34450
NM_213099	2644	140	43494
NM_213519	3718	208	61134
NM_001327745	2576	255	42224
NM_200919	1303	103	21370
NM_170763	2844	110	46724
NM_001159825	533	39	8728
NM_131668	2214	78	36296
NM_001076560	2446	905	39252
NM_001004588	1911	237	31126
NM_001004494	2262	945	36056
NM_001004660	593	59	9616
NM_001312870	3307	155	53758
NM_001017565	1107	66	17968
NM_212595	2011	59	32670
NM_182882	1724	250	27720
NM_001004667	1392	680	21744
NM_201504	2600	115	41692
NM_201203	1616	148	25824
NM_001014289	3974	384	63468
NM_001002535	994	89	15882
NM_001002604	1704	116	27162
NM_131151	1311	57	20882
NM_199593	1474	46	23494
ENSDART00000165314	784	416	12070
NM_001002075	2141	91	33986
NM_212586	3074	151	48714
NM_131177	3237	136	51280
NM_001159834	1284	187	20136
NM_001137666	5899	277	93002
NM_199851	2230	114	34970
NM_200999	1031	74	16136
NM_201216	1555	4567	19840
NM_213333	3771	209	58840
NM_173250	1964	174	30576
NM_001079912	2214	100	34520
NM_001002473	1062	139	16428
NM_131723	1610	71	25020
NM_201287	2030	348	31274
NM_198816	2652	402	40904
NM_001025503	1688	71	26190
NM_200911	1640	845	24668
NM_212710	2233	225	34468
NM_001044756	2636	374	40576
NM_001290093	2662	126	41188
NM_200103	2231	147	33994
NM_212904	1981	87	30104
NM_131002	5176	371	78504
NM_001328016	1754	87	26636
NM_001048006	860	56	13046
NM_212932	1336	232	20114
NM_200583	1872	88	28404
NM_199590	1018	117	15374
NM_199729	1901	1253	27662
NM_001077535	2030	102	30698
NM_201483	2936	300	44150
NM_131058	2544	168	38252
NM_001347672	7603	603	113802
NM_001044757	5951	607	88830
NM_001080591	2025	297	30094
NM_194421	2445	115	36578
NM_001200009	891	53	13286
NM_213294	1525	110	22622
NM_213014	1822	1054	26092
NM_200386	1221	330	17842
NM_131763	1129	34	16764
NM_131851	1207	49	17882
NM_199564	1259	236	18446
NM_001017801	916	67	13512
NM_001291711	916	49	13526
NM_212899	1505	144	22124
NM_201087	3796	166	55650
NM_001290080	3280	114	47998
NM_213079	1728	208	25094
NM_173240	1818	205	26372
NM_001199720	2183	227	31304
NM_001033106	1940	58	27960
NM_001012386	1197	76	17194
NM_199782	2184	491	30972
NM_201576	1310	65	18792
NM_214774	1990	104	28500
NM_001113800	1290	277	18208
NM_001199725	2589	129	36968
NM_213462	1939	85	27656
NM_001079955	2693	400	38102
NM_001002435	1054	76	14984
ENSDART00000154241	635	741	8274
NM_001003521	2132	994	29236
NM_201336	2817	139	39734
NM_200988	2330	188	32782
NM_205576	956	39	13472
NM_213214	1843	107	25912
NM_131594	2098	92	29516
NM_001017896	893	51	12520
NM_001076748	2222	73	31196
NM_201315	2419	208	33808
ENSDART00000159750	944	1105	12166
NM_212591	1717	175	23952
NM_213463	3206	1430	43410
NM_199932	2022	104	28134
NM_200653	7483	368	104084
NM_001004520	2587	278	35832
NM_001115114	1300	73	18058
NM_001013344	748	234	10172
NM_213443	1764	77	24426
ENSDART00000171728	1281	55	17684
NM_001302478	479	29	6604
NM_213137	2190	65	30158
NM_199773	1731	819	23060
NM_001326488	2317	193	31756
NM_200162	1861	213	25446
NM_001008646	3009	195	41256
NM_200564	1980	227	27048
NM_213159	1406	50	19312
NM_001045325	1258	128	17168
NM_213051	2747	100	37664
NM_131686	3477	132	47652
NM_199655	2521	120	34522
NM_001013533	2369	396	32128
NM_214697	983	84	13404
NM_213335	1416	109	19318
NM_001256628	2640	302	35912
NM_212697	1759	95	23998
NM_200736	1253	124	17002
NM_001017851	1753	138	23752
NM_001025456	2764	875	36792
NM_213489	2128	453	28532
NM_001020605	737	27	10008
NM_199882	3128	248	42296
NM_001256652	3850	234	52116
NM_001312881	2798	616	37258
NM_198876	2327	209	31284
NM_001327986	2963	338	39730
NM_001002478	640	27	8598
NM_213533	2292	150	30736
NM_001075106	3383	294	45060
NM_001001724	1252	68	16694
NM_200056	904	42	12016
